00.0808	0
00.0874	1
00.0906	2
00.0968	3
01.0034	4
01.0157	5
01.0221	6
01.0239	7
01.0349	8
01.0412	9
01.0429	10
01.0477	11
01.0602	12
01.0666	13
01.0684	14
01.0794	15
01.0867	16
01.0884	17
01.0930	18
02.0057	19
02.0123	20
02.0143	21
02.0256	22
02.0322	23
02.0344	24
02.0408	25
02.0523	26
02.0590	27
02.0607	28
02.0716	29
02.0779	30
02.0796	31
02.0846	32
02.0973	33
03.0037	34
03.0056	35
03.0169	36
03.0233	37
03.0252	38
03.0300	39
03.0424	40
03.0489	41
03.0507	42
03.0618	43
03.0681	44
03.0699	45
03.0747	46
03.0874	47
03.0938	48
03.0956	49
04.0067	50
04.0131	51
04.0149	52
04.0196	53
04.0323	54
04.0403	55
04.0450	56
04.0517	57
04.0534	58
04.0584	59
04.0647	60
04.0770	61
04.0834	62
04.0855	63
04.0963	64
05.0025	65
05.0043	66
05.0090	67
05.0218	68
05.0283	69
05.0302	70
05.0412	71
05.0476	72
05.0493	73
05.0541	74
05.0668	75
05.0729	76
05.0748	77
05.0859	78
05.0922	79
05.0940	80
05.0988	81
06.0118	82
06.0180	83
06.0201	84
06.0311	85
06.0374	86
06.0392	87
06.0440	88
06.0567	89
06.0629	90
06.0647	91
06.0756	92
06.0821	93
06.0839	94
06.0888	95
07.0015	96
07.0076	97
07.0096	98
07.0204	99
07.0270	100
07.0287	101
07.0335	102
07.0457	103
07.0520	104
07.0537	105
07.0647	106
07.0710	107
07.0728	108
07.0774	109
07.0902	110
07.0968	111
07.0984	112
08.0093	113
08.0159	114
08.0177	115
08.0224	116
08.0353	117
08.0417	118
08.0434	119
08.0544	120
08.0609	121
08.0629	122
08.0675	123
08.0802	124
08.0870	125
08.0889	126
08.0998	127
09.0061	128
09.0081	129
09.0127	130
09.0254	131
09.0318	132
09.0336	133
09.0447	134
09.0511	135
09.0529	136
09.0575	137
09.0703	138
09.0765	139
09.0782	140
09.0894	141
09.0956	142
09.0973	143
10.0021	144
10.0148	145
10.0213	146
10.0230	147
10.0339	148
10.0406	149
10.0423	150
10.0471	151
10.0597	152
10.0661	153
10.0678	154
10.0785	155
10.0852	156
10.0870	157
10.0915	158
11.0040	159
11.0104	160
11.0123	161
11.0234	162
11.0299	163
11.0317	164
11.0364	165
11.0487	166
11.0550	167
11.0569	168
11.0678	169
11.0742	170
11.0759	171
11.0806	172
11.0935	173
11.0999	174
12.0017	175
12.0125	176
12.0191	177
12.0208	178
12.0255	179
12.0387	180
12.0450	181
12.0467	182
12.0578	183
12.0641	184
12.0660	185
12.0707	186
12.0834	187
12.0899	188
12.0917	189
13.0026	190
13.0091	191
13.0111	192
13.0156	193
13.0286	194
13.0352	195
13.0370	196
13.0479	197
13.0544	198
13.0576	199
13.0673	200
